Country,Film,Box Office,Week,Link clicks,Total impressions,Total reach,Organic impressions,Organic reach,Page engaged users,Page consumptions,Negative feedback from users,Total video views,Total autoplayed views,Total organic views,Video repeats,Organic 30 sec views,Unique video views,Total 30 sec views,Autoplayed 30 sec views,Total impressions of posts,Total reach of posts,Organic impressions of posts,Organic reach of posts,Paid impressions,Paid reach,Total promoted views,Paid 30 sec views,Paid impressions of posts,Paid reach of posts
5,8,6677151,3,7783,18816448,6744200,3397872,634202,215240,231087,198,2445435,2335167,372413,678894,79442,1766541,729967,661135,18756822,6707901,3370330,628587,14135693,6187926,2073022,650525,14135693,6187926
5,8,6677151,3,7627,18653303,6195324,3980570,679008,219111,253766,217,2372691,2248613,391685,708662,85204,1664029,753334,672892,18534153,6176978,3906365,673452,13294799,5515187,1981006,668130,13294799,5515187
5,8,6677151,3,5897,21786240,6526387,4521381,721750,252081,313759,240,2840131,2685154,491148,982061,114513,1858070,955215,851352,21658453,6516086,4443028,713909,15746609,5890618,2348983,840702,15746609,5890618
5,8,6677151,3,8452,23440772,6625438,5225494,809027,274609,345471,269,2998033,2828456,527632,1063608,127289,1934425,1044610,928016,23306651,6614822,5144674,802736,16556037,5941650,2470401,917321,16556037,5941650
5,8,6677151,2,9143,24217376,6831913,5474604,888547,281830,355254,291,3067307,2889540,544946,1113108,133721,1954199,1080665,957421,24082506,6824384,5393865,882975,17067556,6112660,2522361,946944,17067556,6112660
5,8,6677151,2,9305,25828674,6907779,5850846,938612,298614,376029,309,3268529,3081771,631181,1188165,144728,2080364,1135471,1006805,25690695,6898161,5768516,929178,17958681,6171808,2637348,990743,17958681,6171808
5,8,6677151,2,8885,27361075,7344484,5903162,981128,317093,395481,330,3508198,3306656,714721,1229542,165130,2278656,1221560,1081372,27217648,7337957,5819326,969306,19139353,6423637,2793477,1056430,19139353,6423637
5,8,6677151,2,8572,28169949,7760343,5477729,997199,326730,402861,311,3621847,3399704,716018,1268032,167858,2353815,1282059,1125990,28021154,7757913,5394597,989629,20196161,6764125,2905829,1114201,20196161,6764125
5,8,6677151,2,9312,28939174,8005022,5426478,1015662,337560,403950,307,3662097,3424790,720003,1265425,166355,2396672,1310962,1142130,28838143,7986310,5384755,1006255,20862332,6923863,2942094,1144607,20862332,6923863
5,8,6677151,2,9269,27122193,7991080,4958058,1009447,313893,361461,284,3339168,3123070,670131,1019067,147204,2320101,1143290,990857,27025706,7980782,4918748,999025,19461531,6897653,2669037,996086,19461531,6897653
5,8,6677151,2,6764,26632873,8253761,4526318,1043195,305147,346626,264,3449644,3236605,679146,1018176,146023,2431468,1245030,1093584,26538524,8242775,4487143,1030951,19494643,7176838,2770498,1099007,19494643,7176838
5,8,6677151,1,6589,26277392,8210374,4693213,1100407,287238,331734,255,3474209,3272826,681670,1024541,145263,2449668,1315949,1171557,26184998,8199502,4654521,1090236,19090998,7127695,2792539,1170686,19090998,7127695
5,8,6677151,1,11915,25611741,8055301,5309420,1212449,271277,314302,274,3303505,3116865,615884,904947,145787,2398558,1328264,1192628,25519935,8047450,5271714,1201743,18120891,7049781,2687621,1182477,18120891,7049781
5,8,6677151,1,19925,25680553,7793973,6548892,1286973,267310,311174,303,3104505,2938657,539161,895662,134170,2208843,1315690,1194178,25570255,7771355,6511347,1276922,17024258,6828690,2565344,1181520,17024258,6828690
5,8,6677151,1,23611,25032916,7325580,7197389,1393165,251320,289257,306,2959125,2820279,502369,880707,127253,2078418,1310170,1207584,24923902,7294837,7162760,1382011,15906775,6399353,2456756,1182917,15906775,6399353
5,8,6677151,1,24254,24223042,6646716,7466496,1471979,243961,275171,297,2870075,2755693,458541,899213,121768,1970862,1341928,1256955,24120778,6624054,7432873,1464149,15072687,5790422,2411534,1220160,15072687,5790422
5,8,6677151,1,26298,26398634,6811556,8500167,1539324,267142,319111,359,3181816,3055098,496249,1124830,128490,2056986,1550995,1458300,26284172,6800803,8459204,1531993,16300392,5931158,2685567,1422505,16300392,5931158
5,8,6677151,1,27862,28310492,7134716,10208229,1623344,279595,364398,442,3268397,3145525,638428,1156078,176143,2112319,1579673,1489067,28186678,7122407,10161107,1614404,16282517,6146627,2629969,1403530,16282517,6146627
5,8,6677151,0,32462,29767851,7060677,11939035,1634952,291962,398822,535,3246020,3127192,752009,1133309,215211,2112711,1557398,1469214,29635574,7040608,11887389,1617232,15757216,6056039,2494011,1342187,15757216,6056039
5,8,6677151,0,33037,33585304,7656995,12968207,1638597,330701,474395,580,3657262,3513336,817504,1372446,231471,2284816,1715620,1610420,33431345,7639284,12903856,1619739,18197579,6659188,2839758,1484149,18197579,6659188
5,8,6677151,0,37814,37190229,7902399,13967939,1625595,360647,535082,680,4033789,3865887,877154,1598529,252183,2435260,1870286,1749583,37023261,7883536,13889351,1603237,20486253,6897961,3156635,1618103,20486253,6897961
5,8,6677151,0,36591,40154558,8386688,14183696,1608622,379669,570976,725,4447196,4257930,942937,1826555,271922,2620641,2020271,1885469,39961748,8372515,14096304,1587539,23093351,7496522,3504259,1748349,23093351,7496522
5,8,6677151,0,35877,41013389,8422579,15084829,1530075,395396,614142,792,4552460,4354910,1125909,1900206,313264,2652254,2006265,1866273,40796255,8408998,14992549,1514661,22803858,7543878,3426551,1693001,22803858,7543878
5,8,6677151,0,34107,39661237,8421282,15727995,1496772,402459,624125,847,4307283,4119985,1303433,1745885,366565,2561398,1820682,1686580,39436262,8405208,15636455,1481752,20227653,7319306,3003850,1454117,20227653,7319306
5,8,6677151,0,32106,36206311,7951064,14982598,1452382,390315,589431,837,3820846,3646312,1257659,1506379,338592,2314467,1540383,1418290,35977724,7921505,14893333,1438862,17546373,6900953,2563187,1201791,17546373,6900953
5,2,702114,16,0,75784,58663,11820,10189,2637,3328,6,11729,11147,10218,611,2959,11118,3258,2790,69043,54589,11649,10171,3871,3776,1511,299,3871,3776
5,2,702114,16,0,27038,20560,2738,2066,1127,1382,4,4758,4477,4690,207,1381,4551,1406,1167,25200,19349,2657,2063,4,4,68,25,4,4
5,2,702114,16,0,15743,11624,1433,993,704,830,7,3109,2906,3060,192,866,2917,884,705,14690,10838,1372,990,0,0,49,18,0,0
5,2,702114,16,0,7563,5288,717,402,362,414,6,1926,1799,1887,154,498,1772,513,400,6962,4674,680,400,0,0,39,15,0,0
5,2,702114,16,0,4394,2859,493,261,226,240,5,1347,1250,1312,98,327,1249,339,255,3935,2542,468,260,0,0,35,12,0,0
5,2,702114,16,0,2717,1787,248,124,167,162,3,1040,963,1012,79,244,961,253,187,2448,1601,227,122,0,0,28,9,0,0
5,2,702114,16,0,2201,1430,164,86,147,150,3,893,830,868,70,206,823,214,163,1958,1271,149,83,0,0,25,8,0,0
5,2,702114,8,8,96093,60843,1015,180,2976,3835,5,12262,11886,12262,671,3186,11591,3186,2864,93670,59129,920,174,0,0,0,0,0,0
5,2,702114,8,8,95821,60466,1024,197,3001,3836,5,12312,11933,12312,684,3198,11628,3198,2874,93672,59010,936,192,0,0,0,0,0,0
5,2,702114,8,8,95758,60266,1206,229,3019,3846,5,12328,11947,12328,677,3193,11651,3193,2868,93849,58965,1106,224,0,0,0,0,0,0
5,2,702114,8,8,95674,59910,1217,230,3001,3854,5,12354,11973,12354,667,3199,11687,3199,2873,93947,58777,1118,225,0,0,0,0,0,0
5,2,702114,8,8,95895,60178,1232,230,3019,3866,5,12424,12039,12424,588,3217,11836,3217,2888,94401,59145,1131,224,0,0,0,0,0,0
5,2,702114,8,1,51542,27271,14448,3099,1677,1989,13,3472,3338,3472,232,890,3240,890,783,49785,26872,14047,3094,0,0,0,0,0,0
5,2,702114,8,0,45380,18556,20515,3471,1275,1487,14,1066,971,1066,113,333,953,333,250,43837,18322,20014,3471,0,0,0,0,0,0
5,2,702114,7,0,44915,17834,21393,3654,1205,1420,14,602,511,602,91,225,511,225,146,43368,17642,20880,3648,0,0,0,0,0,0
5,2,702114,7,0,45287,17595,21948,3684,1202,1500,14,522,439,522,89,203,433,203,131,43737,17409,21436,3678,0,0,0,0,0,0
5,2,702114,7,0,45050,17447,21805,3660,1200,1489,14,492,409,492,85,204,407,204,132,43575,17312,21308,3654,0,0,0,0,0,0
5,2,702114,7,0,44974,17466,21799,3660,1196,1487,14,495,409,495,89,210,406,210,136,43567,17375,21300,3654,0,0,0,0,0,0
5,2,702114,7,0,44571,17196,21782,3648,1193,1476,14,448,367,448,87,199,361,199,129,43175,17111,21285,3642,0,0,0,0,0,0
5,2,702114,7,0,16556,7000,8232,1599,367,494,4,342,294,342,59,145,283,145,100,16211,6964,8066,1588,0,0,0,0,0,0
5,2,702114,7,0,4435,2325,2088,870,115,198,1,251,235,251,31,79,220,79,66,4254,2258,2025,863,0,0,0,0,0,0
5,2,702114,6,0,2292,1191,1287,585,78,161,1,248,236,248,31,70,217,70,59,2079,1117,1225,575,0,0,0,0,0,0
5,2,702114,6,0,1843,747,781,132,86,74,1,234,222,234,26,64,208,64,53,1529,603,711,122,0,0,0,0,0,0
5,2,702114,6,0,2088,928,691,117,89,82,1,269,258,269,28,65,241,65,54,1646,711,614,105,0,0,0,0,0,0
5,2,702114,6,0,3484,1718,772,116,141,134,1,404,383,404,35,96,369,96,76,2981,1485,681,104,0,0,0,0,0,0
5,2,702114,6,0,9087,4957,4335,2060,340,277,5,429,399,429,39,110,390,110,81,8347,4694,4204,2057,0,0,0,0,0,0
5,2,702114,6,0,9973,5451,4736,2222,363,279,5,426,394,426,35,112,391,112,82,9145,5163,4604,2219,0,0,0,0,0,0
5,2,702114,6,0,14963,5818,9286,2447,438,410,13,451,411,451,43,121,408,121,85,13699,5344,9114,2444,0,0,0,0,0,0
5,2,702114,5,0,38079,24670,11370,2616,903,668,14,598,524,573,56,158,542,181,113,16590,6194,10999,2584,17304,16814,25,23,0,0
5,2,702114,5,0,176091,139563,19710,3444,3145,2357,14,1711,1402,1463,180,427,1531,653,361,29461,10027,18037,3221,125324,118343,248,226,0,0
5,2,702114,5,0,469477,339877,46546,6864,7872,6497,21,4107,3269,3339,512,1040,3595,1745,939,76328,26566,42172,6320,318928,275933,768,705,0,0
5,2,702114,5,3,866422,579531,71447,8977,13802,11843,29,8108,6613,6712,940,2055,7168,3314,1880,138609,52929,63557,7849,587858,467517,1396,1259,0,0
5,2,702114,5,5,1221052,766176,88132,10329,18209,16264,33,11540,9500,9614,1385,2919,10155,4662,2707,183663,72416,77472,8801,840069,616522,1926,1743,0,0
5,2,702114,5,6,1578856,920804,111104,12167,23618,21046,42,15479,12816,12987,1889,3899,13590,6150,3595,238551,94981,97077,9968,1085105,726788,2492,2251,0,0
5,2,702114,5,7,1886923,1050833,125307,13605,28418,24648,37,18412,15267,15482,2178,4634,16234,7284,4268,275479,107974,108728,10950,1308645,822242,2930,2650,0,0
5,2,702114,4,9,3018399,1687200,205307,23588,44876,56656,69,71026,57278,59377,17472,19906,53554,28865,15850,1298376,849819,186196,21273,2061103,1351678,11649,8959,676882,622973
5,2,702114,4,12,3545490,1907896,235915,25911,57870,84215,109,119728,90749,100166,31509,35161,88219,51274,23861,1827417,1124080,216479,22951,2283058,1464451,19562,16113,911608,745970
5,2,702114,4,22,3810899,2069874,237227,30608,66934,104610,117,161456,117845,130643,43225,47670,118231,71885,30734,2242525,1325625,219360,27730,2418179,1550084,30813,24215,1162609,886744
5,2,702114,4,30,4757016,2658838,326095,98239,79505,133053,130,341721,278179,169164,62893,62554,278828,123347,64114,3422059,2029197,309886,96015,3181961,2054433,172557,60793,2096723,1496684
5,2,702114,4,33,5972022,3107154,398561,140826,94379,160855,167,545008,462451,204692,100100,76046,444908,174583,98394,4841959,2648790,383113,137916,4208068,2558623,340316,98537,3272499,2108597
5,2,702114,4,33,6531917,3270348,404066,142787,96682,165438,176,684033,598716,218109,131183,78752,552850,205322,127068,5575928,2925488,390634,139973,4754190,2767654,465924,126570,3936440,2397161
5,2,702114,4,33,6409943,3232077,393656,143589,95729,163754,174,693661,608463,219860,132990,79020,560671,208009,129904,5617388,2949612,382157,140890,4690501,2702157,473801,128989,3989028,2409695
5,2,702114,3,37,6426185,3224800,335376,142896,83165,137399,150,775512,698797,183734,158051,65985,617461,223615,153906,5661069,2922013,325332,140046,5029470,2756951,591778,157630,4320965,2463208
5,2,702114,3,38,7431663,3664605,330240,143669,75523,117874,128,908387,842674,151078,195274,53328,713113,252656,194236,6695859,3355484,320027,140891,6269177,3304931,757309,199328,5563990,3007145
5,2,702114,3,32,7841062,3851564,327098,139500,68756,99744,123,947891,894492,124753,204743,41889,743148,254198,207851,7096569,3564364,316785,136207,6829235,3520335,823138,212309,6097677,3235602
5,2,702114,3,22,6675438,3508842,245712,75633,52248,68154,105,766103,733104,84677,137208,26462,628895,201970,174165,5925474,3223817,236526,72909,5903734,3297720,681426,175508,5165037,2986721
5,2,702114,3,23,5281203,3091807,184753,33535,35418,38113,68,562706,549010,49329,92457,12857,470249,150315,139768,4538107,2755555,176885,31335,4722613,2943870,513377,137458,3989432,2579885
5,2,702114,3,24,4479942,2794342,161693,29354,28854,29828,51,421008,410580,33598,58742,9442,362266,118504,110517,3765213,2446944,154629,27146,4031324,2645149,387410,109062,3325587,2291546
5,2,702114,3,24,4775846,2949830,178172,29949,31911,32755,62,410394,399907,31008,54802,9068,355592,115545,107487,4070655,2656317,169906,27688,4310669,2805346,379386,106477,3616858,2503560
5,2,702114,2,18,3685743,2537991,159782,29052,27825,27619,53,276699,268282,23907,30087,6993,246612,78591,72094,3014520,2181641,152277,26531,3268598,2412102,252792,71598,2608606,2046906
5,2,702114,2,15,2439163,1667355,165030,30012,21566,21532,38,151991,147268,19715,13577,5194,138414,38520,34789,1797052,1350096,158663,27970,2057547,1538657,132276,33326,1426513,1199318
5,2,702114,2,67,2078469,1406526,198627,32972,19732,19335,41,139060,136215,18269,12405,4534,126655,29124,26844,1469504,1080295,192487,30928,1656727,1287436,120791,24590,1059525,947811
5,2,702114,2,92,2494205,1601340,205819,37990,20844,20592,42,212161,208546,20153,16577,4848,195584,43262,40447,1925442,1285459,199591,36000,2064339,1484438,192008,38414,1508217,1170092
5,2,702114,2,86,2807606,1747420,211856,42255,22654,21532,47,272221,267784,21384,27785,5042,244436,55454,52064,2291976,1448466,205601,39988,2384563,1633168,250837,50412,1882452,1340512
5,2,702114,2,84,2817852,1707872,268512,45445,23527,25414,57,284535,279594,31401,37451,7637,247084,58814,55012,2400746,1468821,262638,43409,2284986,1580719,253134,51177,1882603,1340512
5,2,702114,2,83,2402734,1396614,277697,45601,19483,23204,50,287955,283275,34495,40160,8049,247795,59233,55682,2081791,1169839,273453,44153,1845797,1237889,253460,51184,1538751,1008265
5,2,702114,1,84,2774222,1550911,323052,47996,29340,48765,81,308627,289503,47881,49864,15394,258763,72714,56798,2442511,1332464,318396,46603,2103537,1380953,260746,57320,1809879,1174184
5,2,702114,1,84,3057255,1724043,344442,52131,40285,70048,91,309746,274726,62049,53677,23396,256069,83418,54134,2710489,1515023,339255,50383,2303268,1543708,247697,60022,1999494,1339700
5,2,702114,1,32,3504692,1994312,344941,60892,53191,99193,92,333018,275599,85992,72991,34740,260027,103619,56178,3146533,1781546,339557,59078,2685129,1808387,247026,68879,2371506,1603977
5,2,702114,1,446,4882433,2848068,390756,72494,65671,125811,102,422081,345330,106108,92556,44014,329525,131367,68730,4489511,2622063,384632,70364,3950257,2638340,315973,87353,3604246,2403954
5,2,702114,1,594,6357680,3470005,418244,84222,79630,154712,108,538374,441049,126622,113923,53873,424451,163392,84285,5881766,3243250,411069,82421,5333915,3266332,411752,109519,4907921,3037955
5,2,702114,1,1207,8011365,4114994,516370,136971,90538,164315,115,803285,701976,132332,172532,54289,630753,205912,124759,7419949,3873394,507558,135176,6841828,3902443,670953,151623,6308615,3647602
5,2,702114,1,2129,9621263,4549823,655398,176860,98024,173397,143,1037396,933128,139616,232423,56410,804973,261230,178278,8914740,4266643,644840,174285,8269295,4326758,897780,204820,7625692,4031135
5,2,702114,0,2522,9723400,4602247,765952,211899,92365,153998,136,1093841,1002118,135163,240152,52019,853689,263533,191804,9037999,4333838,755311,210274,8288670,4359131,958678,211514,7648619,4065382
5,2,702114,0,2813,10987718,5037415,867434,261500,90392,141149,141,1276259,1196649,133815,286555,48228,989704,297629,236743,10282364,4778645,855572,259448,9464519,4775858,1142444,249401,8807511,4511819
5,2,702114,0,3009,11146736,5155227,907464,273433,84182,121449,144,1330114,1267460,116178,287615,38972,1042499,301059,255831,10418833,4892979,894648,271188,9642487,4876940,1213936,262087,8966916,4619736
5,2,702114,0,2746,11168984,5286979,966555,286346,86608,113298,144,1414190,1360939,112439,285988,34764,1128202,317529,282498,10431910,5027215,952252,283358,9590814,5008892,1301751,282765,8911486,4740632
5,2,702114,0,2988,12782163,5755985,1031471,303468,93087,110750,147,1682184,1635058,109090,361857,30188,1320327,373913,347260,12062047,5478729,1014221,299223,11081511,5423928,1573094,343725,10422260,5142392
5,2,702114,0,2493,12452124,5559282,962816,279060,90803,110009,147,1581472,1533125,110847,354110,32438,1227362,374243,346366,11844927,5340037,944505,274380,10807549,5224831,1470625,341805,10255244,4999238
5,2,702114,0,1712,12701024,5381496,872179,254164,102875,122474,126,1627304,1567093,121364,425747,36722,1201557,385016,350305,12207109,5220240,852286,250018,11148329,5038341,1505940,348294,10706414,4864986
2,6,3828198,16,23,14299,10334,7488,5713,855,649,2,2726,2545,2726,282,608,2444,608,480,13295,9795,7022,5491,0,0,0,0,0,0
2,6,3828198,16,23,15118,10930,8192,6194,820,630,4,2677,2498,2677,259,604,2418,604,477,14197,10477,7788,6025,0,0,0,0,0,0
2,6,3828198,16,23,14876,10752,8173,6153,806,645,4,2633,2461,2633,228,586,2405,586,461,13967,10347,7762,6000,0,0,0,0,0,0
2,6,3828198,16,23,14827,10763,8198,6130,817,635,4,2525,2364,2525,258,564,2267,564,447,13834,10315,7734,5942,0,0,0,0,0,0
2,6,3828198,16,23,14682,10687,8172,6096,838,604,4,2486,2344,2486,222,536,2264,536,430,13544,10161,7702,5881,0,0,0,0,0,0
2,6,3828198,16,549,55902,35451,42981,26079,3488,2656,13,2478,2296,2478,253,599,2225,599,457,54153,34551,42083,25699,0,0,0,0,0,0
2,6,3828198,16,634,63213,39875,48597,29492,3887,2941,15,2363,2168,2363,352,583,2011,583,428,61247,38719,47601,29006,0,0,0,0,0,0
2,6,3828198,8,138,161444,100999,74103,37868,12933,10674,50,63587,60228,63586,7096,15305,56491,15305,13019,157330,98095,72822,37354,3,3,1,0,3,3
2,6,3828198,8,140,118550,67859,74460,38943,10237,8248,31,49182,46443,49182,6786,12924,42396,12924,11028,116121,66326,73376,38430,0,0,0,0,0,0
2,6,3828198,8,180,127374,64635,94002,43362,10459,8363,27,48779,45999,48779,8053,14687,40726,14687,12692,125192,63330,92812,43001,0,0,0,0,0,0
2,6,3828198,8,192,129560,64500,100762,46326,9990,8058,23,46624,44046,46624,8469,14976,38155,14976,13106,127571,63541,99576,45899,0,0,0,0,0,0
2,6,3828198,8,193,128250,64965,103052,48355,9693,7672,18,44097,41678,44097,7760,14682,36337,14682,12918,126394,63807,101946,47737,0,0,0,0,0,0
2,6,3828198,8,193,128318,64446,103919,48950,9297,7429,17,42450,40106,42450,7910,14489,34540,14489,12785,126443,63497,102827,48510,0,0,0,0,0,0
2,6,3828198,8,128,2601042,2259007,143950,73769,141462,51111,130,36299,32814,36299,6711,12350,29588,12350,9717,2581111,2251001,138020,70963,1605469,1590288,0,0,1605469,1590288
2,6,3828198,7,100,4305989,3662681,135749,75891,226882,80425,251,32416,28185,32416,7463,11418,24953,11418,8178,4259577,3647580,126819,72078,2462345,2387030,0,0,2462345,2387030
2,6,3828198,7,94,4367965,3715335,132378,75500,227812,81574,271,30793,26609,30793,6754,10956,24039,10956,7740,4315947,3686581,123319,71120,2462834,2387030,0,0,2462834,2387030
2,6,3828198,7,1605,4846346,3965506,127784,72597,246111,85604,286,25970,21922,25970,7134,8757,18836,8757,5658,4790507,3949699,118134,68360,2883264,2611699,0,0,2883264,2611699
2,6,3828198,7,2109,5026475,4047122,124361,72163,251042,86853,299,23777,19738,23777,6651,7902,17126,7902,4797,4967412,4030658,114479,67684,3030272,2685958,0,0,3030272,2685958
2,6,3828198,7,2114,5027916,4052087,121815,70904,251307,86859,303,22751,18740,22751,6697,7681,16054,7681,4592,4968241,4032955,111911,66455,3030324,2685958,0,0,3030324,2685958
2,6,3828198,7,2115,5028005,4048114,120684,69875,251205,86814,306,21634,17661,21634,6235,7509,15399,7509,4435,4968183,4029019,110773,65439,3030324,2685958,0,0,3030324,2685958
2,6,3828198,7,2635,2725625,2211632,53981,32385,128339,41847,193,16507,14265,16507,3646,4674,12861,4674,2989,2683637,2193152,48884,30272,1608447,1372409,0,0,1608447,1372409
2,6,3828198,6,2640,996642,807959,37121,23057,51626,11136,70,12601,11496,12601,1739,2645,10862,2645,1882,981065,798633,35087,22052,752851,635848,0,0,752851,635848
2,6,3828198,6,3289,1236353,888998,42922,24070,60144,11805,52,12121,10949,12121,2119,2751,10002,2751,1917,1224724,882694,40548,23181,1016536,741047,0,0,1016536,741047
2,6,3828198,6,2672,1092733,773791,36086,20260,55973,9558,37,10974,9946,10974,1729,2346,9245,2346,1626,1083144,768570,33856,19315,903797,643555,0,0,903797,643555
2,6,3828198,6,2183,910457,669574,34315,18884,49916,8005,25,10085,9185,10085,1550,2064,8535,2064,1444,903569,664161,32284,17958,757525,565251,0,0,757525,565251
2,6,3828198,6,2181,906083,668061,33607,18331,49769,7859,21,9506,8662,9506,1535,1974,7971,1974,1384,899732,662744,31608,17291,757474,565661,0,0,757474,565661
2,6,3828198,6,2181,903628,667378,32967,17701,49699,7796,18,9210,8389,9210,1631,1930,7579,1930,1356,897460,662354,30987,16668,757474,565661,0,0,757474,565661
2,6,3828198,6,1646,690999,532442,23788,14156,36769,6571,12,8861,8102,8861,1527,1838,7334,1838,1312,685180,529240,21932,13180,573882,449431,0,0,573882,449431
2,6,3828198,5,1623,1085226,921934,56872,31750,40766,8888,14,100912,99533,17815,6595,4013,94317,20622,19654,1079322,919897,54889,30797,927711,825546,83097,16609,927711,825546
2,6,3828198,5,1045,2927164,2553224,80968,40649,43136,14392,26,632749,628899,31791,49274,6883,583475,134636,131863,2921479,2550595,79019,39523,2723005,2429385,600958,127753,2723005,2429385
2,6,3828198,5,728,4774918,4016325,80811,42451,79016,30243,50,954158,948531,40437,104175,8839,849983,202063,197946,4766664,4014697,78237,41123,4522621,3853372,913721,193224,4522621,3853372
2,6,3828198,5,1059,6778467,5379060,82249,43815,110455,43552,63,1267287,1259559,48854,119385,10834,1147902,267174,261453,6765189,5377309,78688,42063,6464974,5234556,1218433,256340,6464974,5234556
2,6,3828198,5,1062,8382932,6140436,84431,45466,124091,48367,71,1546839,1537308,56645,181956,12482,1364883,323585,316578,8367134,6138153,80571,43282,8030150,5986765,1490194,311103,8030150,5986765
2,6,3828198,5,1068,10580130,7885521,124305,57843,232157,75232,119,1553702,1543047,61397,188744,14356,1364958,325878,318005,10551717,7881758,117136,54991,9778078,7480222,1492305,311522,9778078,7480222
2,6,3828198,5,1070,10679674,7953807,132888,61398,234447,77012,133,1554503,1543773,62196,189545,14576,1364958,326098,318178,10646822,7949978,125446,58652,9785794,7488703,1492307,311522,9785794,7488703
2,6,3828198,4,1075,10287770,7716861,99775,51988,231323,74713,133,1462436,1452360,53226,173283,12433,1289153,307346,299878,10254256,7713256,92425,49492,9430687,7266548,1409210,294913,9430687,7266548
2,6,3828198,4,1133,8729177,6367330,83084,44892,235457,72799,129,930050,922487,38701,92683,9317,837367,193086,187465,8695742,6367330,75824,42218,7913040,5941173,891349,183769,7913040,5941173
2,6,3828198,4,821,8304006,6128796,98907,48556,221686,68182,136,702296,695599,30341,18571,7632,683725,161850,156810,8270104,6128796,91662,46036,7455577,5662374,671955,154218,7455577,5662374
2,6,3828198,4,782,9632904,6790769,146461,65206,228740,76750,169,705260,695588,32557,32256,10041,673004,217461,209815,9598270,6788908,138544,62555,8677906,6287828,672703,207420,8677906,6287828
2,6,3828198,4,1067,11712044,7999026,155423,68277,250859,92836,184,729181,717034,30838,32799,10807,696382,273276,263458,11673477,7995799,145772,64732,10718351,7479084,698343,262469,10718351,7479084
2,6,3828198,4,1065,12557179,8523862,133504,61702,197043,77255,149,1059257,1043876,31304,24896,10736,1034361,391117,378671,12527888,8511414,126455,58218,11947362,8185502,1027953,380381,11947362,8185502
2,6,3828198,4,1071,15619113,9897293,171293,72173,241947,90284,157,1354421,1335331,36128,59320,12619,1295101,492014,476676,15589270,9866740,163098,68293,14945900,9538104,1318293,479395,14945900,9538104
2,6,3828198,3,1069,16439051,10173124,210558,82719,268314,96825,177,1387525,1367758,38676,52957,13547,1334568,503494,487628,16405392,10136697,201582,78805,15653584,9801285,1348849,489947,15653584,9801285
2,6,3828198,3,944,16097010,10100506,238787,90896,251521,93248,173,1388060,1368373,39202,55000,13660,1333060,503610,487805,16062131,10078930,229892,86922,15297382,9746069,1348858,489950,15297382,9746069
2,6,3828198,3,646,15587053,10028589,245312,87836,222809,85982,154,1443430,1423442,41046,77095,14388,1366335,530961,515096,15554927,10007318,236652,84033,14852899,9729945,1402384,516573,14852899,9729945
2,6,3828198,3,363,14745033,9970291,228051,80611,205366,75035,135,1493824,1475408,38136,109962,14834,1383862,572819,558630,14715502,9951265,219691,76733,14095281,9653731,1455688,557985,14095281,9653731
2,6,3828198,3,128,13548683,9275413,246611,84905,183549,62285,125,1720522,1701964,36646,165603,15085,1554919,810127,795832,13523098,9249437,239277,81181,12933280,9018036,1683876,795042,12933280,9018036
2,6,3828198,3,136,11815759,7547711,265781,88670,163573,56198,119,1688241,1671401,38452,202405,16103,1485836,895435,882497,11791839,7537376,258655,85442,11217890,7380384,1649789,879332,11217890,7380384
2,6,3828198,3,131,11383241,6877764,286058,96706,159107,59931,119,1692300,1671842,49190,199634,19075,1492666,859797,845021,11361911,6872039,279479,93874,10802707,6730481,1643110,840722,10802707,6730481
2,6,3828198,2,165,16868998,9463312,348530,140666,228208,99994,150,2535112,2492334,85719,334627,28598,2200485,1063131,1035165,16845354,9452479,340247,136161,16027559,9207409,2449393,1034533,16027559,9207409
2,6,3828198,2,174,21860862,10821611,371865,153643,325137,130631,181,3068600,3013253,109055,490539,34913,2578061,1195115,1159155,21831515,10807447,361871,148869,20761984,10495420,2959545,1160202,20761984,10495420
2,6,3828198,2,166,23779743,11495803,428569,168269,339693,144117,197,3399167,3335725,129649,590578,39235,2808589,1226782,1186495,23747973,11491136,418514,163524,22532972,11150308,3269518,1187547,22532972,11150308
2,6,3828198,2,139,25084756,12522405,484771,194746,361080,155192,184,3722858,3651340,147785,683571,40826,3039287,1208034,1164572,25051393,12516868,474350,190487,23737163,12147331,3575073,1167208,23737163,12147331
2,6,3828198,2,86,24990776,13031927,512934,205823,370969,159566,182,3571851,3496419,161700,603975,43552,2967876,961216,915569,24956452,13012245,502477,201330,23579976,12628215,3410151,917664,23579976,12628215
2,6,3828198,2,96,25022063,13100688,549132,229046,371124,159336,190,3450815,3376213,167685,471913,44399,2978902,793813,749243,24987704,13080799,538779,226062,23553775,12649021,3283130,749414,23553775,12649021
2,6,3828198,2,270,24064717,12821449,543280,229286,345639,149721,183,3478594,3405801,161592,461263,41910,3017331,800622,758108,24031062,12802397,533020,226447,22643445,12334535,3317002,758712,22643445,12334535
2,6,3828198,1,471,20676169,11656954,488382,195585,255747,115958,137,3172847,3114357,133965,364110,34310,2808737,715537,682578,20647016,11641204,479670,192433,19551022,11282389,3038882,681227,19551022,11282389
2,6,3828198,1,935,17677408,10747464,494380,200496,231599,99128,134,2774638,2726982,118115,216265,29803,2558373,616367,590366,17649193,10743385,486264,197619,16633651,10449369,2656523,586564,16633651,10449369
