Country,Film,Box Office,Week,Link clicks,Total impressions,Total reach,Organic impressions,Organic reach,Page engaged users,Page consumptions,Negative feedback from users,Total video views,Total autoplayed views,Total organic views,Video repeats,Organic 30 sec views,Unique video views,Total 30 sec views,Autoplayed 30 sec views,Total impressions of posts,Total reach of posts,Organic impressions of posts,Organic reach of posts,Paid impressions,Paid reach,Total promoted views,Paid 30 sec views,Paid impressions of posts,Paid reach of posts
7,8,10562000,6,16352,3280366,1498384,1983033,684342,91202,84124,350,37446,35151,37446,4837,9285,32609,9285,7599,3265159,1492246,1975545,683209,0,0,0,0,0,0
7,8,10562000,6,20247,4360656,1959200,2386576,769464,119849,112636,552,32547,30039,32547,5273,8073,27274,8073,6195,4342124,1954254,2376570,768414,0,0,0,0,0,0
7,8,10562000,6,20565,4578817,2032808,2422401,778799,125532,118052,617,33340,30758,33340,6041,8416,27299,8416,6475,4559663,2031308,2411564,777430,0,0,0,0,0,0
7,8,10562000,6,22011,5111695,2093599,2876010,800208,131222,130551,697,85613,80840,85613,8281,20701,77332,20701,17559,5092385,2092008,2864581,798454,0,0,0,0,0,0
7,8,10562000,5,23368,6137392,2198153,3754775,859283,154554,170560,837,204964,195671,204964,35406,54262,169558,54262,48819,6116947,2196399,3742352,857261,0,0,0,0,0,0
7,8,10562000,5,23591,7768903,2353609,5030999,902684,194614,233721,985,430750,408606,430750,115188,170383,315562,170383,155414,7745935,2350705,5016180,901107,0,0,0,0,0,0
7,8,10562000,5,21850,19170267,6780061,7278806,1223937,493881,635868,1915,2552431,2446996,1577698,558968,487766,1993463,780938,699282,19105246,6780061,7249459,1218308,3493108,2921163,974733,293172,3493108,2921163
7,8,10562000,5,7543,25243354,8886354,6640683,1354948,611253,785166,2438,4177685,4019015,2233564,1142015,651034,3035670,1193122,1071348,25105903,8875608,6605833,1349531,7545896,4245315,1944121,542088,7545896,4245315
7,8,10562000,5,3703,30254480,9901520,7095182,1459854,672534,883368,2712,5282479,5089573,2629597,1774037,767400,3508442,1471824,1325554,30047020,9880784,7055758,1447315,10896969,4841343,2652882,704424,10896969,4841343
7,8,10562000,5,3412,31497618,10209641,7724688,1549090,697317,932237,2966,5556166,5351762,2895618,1928603,855249,3627563,1561315,1407659,31254562,10187597,7683251,1538793,10910806,4841343,2660548,706066,10910806,4841343
7,8,10562000,5,1978,31743934,10276951,7752752,1572295,702373,947579,3080,5641895,5433877,2981344,1934469,913700,3707426,1619767,1463101,31489498,10254615,7710423,1562082,10910810,4841343,2660551,706067,10910810,4841343
7,8,10562000,4,629,32526296,10402242,8313234,1613616,705429,964694,3226,5807151,5591980,3146600,2077367,957127,3729784,1663194,1502697,32266901,10379359,8270430,1602861,10910810,4841343,2660551,706067,10910810,4841343
7,8,10562000,4,422,33296519,10544424,8813095,1668448,708613,964199,3390,5930788,5716409,3270237,2153999,918477,3776789,1624544,1468246,33034206,10516445,8770813,1660062,10910810,4841343,2660551,706067,10910810,4841343
7,8,10562000,4,518,23241017,8419250,7528460,1379832,466797,602825,2639,4057347,3916095,2371529,1374605,691036,2682742,1103931,1008972,23015568,8382212,7498727,1373596,7417702,4279232,1685818,412895,7417702,4279232
7,8,10562000,4,572,15859008,5817314,7775865,1204169,310969,439748,2067,2723162,2625365,2006732,1092645,611905,1630517,775884,716525,15707339,5751467,7753867,1199998,3364914,2849496,716430,163979,3364914,2849496
7,8,10562000,4,551,10940304,2650686,7975063,1090445,223119,358176,1799,1858001,1784656,1850332,944145,582773,913856,584416,544865,10859060,2621962,7958739,1087859,13841,14230,7669,1643,13841,14230
7,8,10562000,4,531,10538580,2155811,8232824,1013823,204010,337859,1664,1798177,1728081,1798174,988678,569317,809499,569318,533343,10492328,2138826,8218198,1012580,4,4,3,1,4,4
7,8,10562000,4,523,10639779,1976143,8514315,987945,200156,339933,1589,1846576,1773271,1846576,1065591,561328,780985,561328,525351,10603671,1964818,8500288,986292,0,0,0,0,0,0
7,8,10562000,3,515,9565458,1797107,7725014,905555,182511,306982,1414,1713254,1644865,1713254,998999,527384,714255,527384,494723,9534221,1786705,7711775,904034,0,0,0,0,0,0
7,8,10562000,3,989,11526243,3495266,6875737,786645,234313,343279,1279,2202066,2106746,1608253,1017118,490355,1184948,605576,557177,11482865,3464832,6860589,781396,2839432,2376161,593813,115221,2839432,2376161
7,8,10562000,3,803,15634113,5398066,6798079,781461,324449,427594,1324,3018104,2879031,1721850,1205195,464195,1812909,730572,656996,15559217,5384572,6779783,775115,6100605,4334103,1296254,266377,6100605,4334103
7,8,10562000,3,661,18790250,6529151,7187616,819385,374733,463021,1370,3424553,3265371,1765844,1309124,441997,2115429,775107,689460,18690059,6514769,7167879,814656,8286750,5427634,1658709,333110,8286750,5427634
7,8,10562000,3,645,21783863,6990172,7589916,838022,405515,498158,1447,3828516,3651489,1805858,1430943,411979,2397573,813137,716431,21657938,6971727,7568312,831510,10389954,5826356,2022658,401158,10389954,5826356
7,8,10562000,3,657,24833363,7573587,7893302,874839,456774,545315,1468,4303234,4104627,1876406,1644121,420812,2659113,896831,785639,24676719,7551652,7869301,868779,12627666,6231602,2426828,476019,12627666,6231602
7,8,10562000,3,666,26420299,7862629,7822674,884869,479821,559643,1543,4505600,4300018,1861357,1681413,405599,2824187,919044,802610,26245981,7826607,7797545,880966,13979224,6443235,2644243,513445,13979224,6443235
7,8,10562000,2,739,27618507,8097569,7663405,885826,498778,569171,1638,4652015,4439190,1822549,1760946,389218,2891069,934964,813549,27431575,8029324,7637591,882135,15146804,6602031,2829466,545746,15146804,6602031
7,8,10562000,2,4123,25631336,7616873,8083971,920347,442065,519314,1718,4077719,3894779,1751639,1475152,371611,2602567,816699,712043,25451700,7568003,8060012,917909,12892627,6023951,2326080,445088,12892627,6023951
7,8,10562000,2,4943,21351608,6768536,7517443,909014,358614,415423,1622,3188767,3054455,1500220,1092898,336587,2095869,639170,561920,21201287,6728319,7497706,906618,10123499,5238315,1688547,302583,10123499,5238315
7,8,10562000,2,5006,18177520,6225687,6211080,867949,317546,357640,1463,2775861,2654633,1251684,901801,298703,1874060,576160,507351,18049370,6189325,6192609,865765,8863259,4961648,1524177,277457,8863259,4961648
7,8,10562000,2,5098,15721815,6080196,5241842,836080,293312,317055,1276,2452167,2340411,1083116,696462,270447,1755705,524260,462988,15613747,6035198,5224588,834502,7700292,4847064,1369051,253813,7700292,4847064
7,8,10562000,2,5136,12756131,5314580,4971326,801015,238966,259305,1250,1843260,1758885,876784,478937,211581,1364323,390821,346711,12675363,5253851,4955543,799800,5467761,4037241,966476,179240,5467761,4037241
7,8,10562000,2,6404,13109159,5560487,4993175,834698,250715,272207,1234,2150459,2054678,846679,564316,199315,1586143,619022,564616,13037136,5506256,4975001,833813,5848654,4368191,1303780,419707,5848654,4368191
7,8,10562000,1,7946,16115175,6222179,5521005,945507,303656,331443,1285,3159086,3029169,917524,894164,235411,2264922,1176392,1091255,16033083,6187403,5496263,942323,7857384,4959874,2241562,940981,7857384,4959874
7,8,10562000,1,4984,20300631,7142742,7072399,1455678,375453,463143,1739,4117252,3919338,1262472,1366985,342065,2750267,1548319,1422621,20184368,7123997,7027310,1447808,9855141,5367151,2854780,1206254,9855141,5367151
7,8,10562000,1,5085,22123882,7117277,7529093,1500813,392082,499488,1840,4661657,4442395,1317575,1706138,372623,2955519,1789041,1647329,21993887,7106557,7478914,1492584,11253799,5389299,3344082,1416418,11253799,5389299
7,8,10562000,1,6621,24742265,7397943,8223407,1582207,416218,535493,1949,5342589,5104835,1374992,2141766,400563,3200823,2181801,2021507,24598013,7383059,8168533,1574464,13090194,5677868,3967597,1781238,13090194,5677868
7,8,10562000,1,7935,27140485,7576635,8610344,1629125,435677,556497,2018,5993822,5742718,1394513,2535569,426083,3458253,2582318,2405716,26978263,7561024,8550988,1621553,15121560,5895641,4599309,2156235,15121560,5895641
7,8,10562000,1,9366,30260927,8005565,8164466,1659220,476300,594732,2021,6970072,6687708,1423544,3113188,451176,3856884,3083513,2881956,30071738,7995874,8100441,1648289,18566956,6433662,5546528,2632337,18566956,6433662
7,8,10562000,1,9715,31549764,8351025,7957166,1669803,480337,601477,2030,7298381,7009191,1392797,3279739,469623,4018642,3265389,3057626,31340741,8340481,7890705,1658511,20141483,6798796,5905584,2795766,20141483,6798796
7,8,10562000,0,10075,32910197,9229551,7762045,1641661,473284,584905,2000,7432616,7159549,1406435,3261319,470676,4171297,3182285,2990276,32692695,9207252,7696064,1628923,21950170,7744673,6026181,2711609,21950170,7744673
7,8,10562000,0,10893,33098923,9549523,6132274,1165308,460721,514593,1735,7491450,7266077,1282545,3324525,433735,4166925,3091197,2926130,32876267,9537573,6078426,1147335,23361945,8421651,6208905,2657462,23361945,8421651
7,8,10562000,0,11490,36878719,10265960,6578849,1185281,505027,564291,2000,8132095,7900200,1537071,3660044,463763,4472051,3142861,2976585,36625712,10252151,6522831,1169997,25737609,9110412,6595024,2679098,25737609,9110412
7,8,10562000,0,12228,38827493,10683367,6493960,1180508,532512,580827,2181,8289580,8066045,1706737,3585706,476996,4703874,2938295,2782394,38535630,10668413,6437994,1161085,27049833,9400818,6582843,2461299,27049833,9400818
7,8,10562000,0,14042,41763369,11259602,7269298,1260622,574202,614669,2611,8189023,7976645,1820892,3392716,477658,4796307,2663233,2519680,41261611,11203583,7211754,1240561,28329675,9813784,6368131,2185575,28329675,9813784
7,8,10562000,0,14994,42931176,11555912,7668246,1279802,580628,616179,2892,7768719,7574703,1831460,3186385,453566,4582334,2278229,2151696,42357393,11459682,7607933,1257213,28458721,9971577,5937259,1824663,28458721,9971577
7,8,10562000,0,17430,44833925,11702668,8651059,1396124,661152,755095,3289,8150208,7947772,2279491,3443812,554646,4706396,2266096,2132675,44196733,11576872,8580221,1375750,27630343,9618916,5870717,1711450,27630343,9618916
7,7,11419453,16,1917,3084977,1538445,1390285,476238,109644,156118,511,432850,411001,432850,45935,154677,386915,154677,136071,3064797,1536060,1383912,473642,0,0,0,0,0,0
7,7,11419453,16,3259,4398265,2042571,1885508,578560,141138,200041,755,550414,523618,550414,57204,187095,493210,187095,164483,4368593,2041056,1876970,577063,0,0,0,0,0,0
7,7,11419453,16,3557,4754119,2161280,1997528,619986,148536,210737,839,578381,550408,578381,62201,194256,516180,194256,170721,4719922,2156576,1988431,618269,0,0,0,0,0,0
7,7,11419453,16,3580,4838383,2197421,2024503,636974,150439,213490,864,586875,558498,586875,64182,196412,522693,196412,172590,4802234,2192559,2015091,635161,0,0,0,0,0,0
7,7,11419453,16,3599,4865027,2212905,2031461,644412,151714,214607,888,590247,561679,590247,65261,197312,524986,197312,173336,4827873,2207974,2021777,642556,0,0,0,0,0,0
7,7,11419453,16,3604,4877006,2207187,2035275,644261,151781,215182,902,591888,563178,591888,66523,197705,525365,197705,173638,4839214,2202281,2025423,642406,0,0,0,0,0,0
7,7,11419453,16,3606,3891601,1957483,1533614,562793,121428,161306,739,430939,410834,430939,18099,127769,412840,127769,111136,3860007,1951046,1525525,562384,0,0,0,0,0,0
7,7,11419453,8,0,7807,5226,3718,2803,947,914,1,3423,3199,3423,306,641,3117,641,507,6786,4478,3180,2460,0,0,0,0,0,0
7,7,11419453,8,0,7681,5139,3644,2726,958,919,1,3335,3125,3335,329,606,3006,606,480,6724,4434,3110,2344,0,0,0,0,0,0
7,7,11419453,8,0,7731,5261,3884,2908,925,871,2,3173,2969,3173,248,570,2925,570,447,6801,4645,3369,2570,0,0,0,0,0,0
7,7,11419453,8,0,7884,5464,4215,3145,901,843,2,3127,2932,3127,210,569,2917,569,447,6882,4655,3707,2761,0,0,0,0,0,0
7,7,11419453,8,0,7512,5218,4426,3211,896,782,2,3034,2845,3034,215,548,2819,548,434,6529,4374,3943,2843,0,0,0,0,0,0
7,7,11419453,8,0,7230,4848,4337,3108,854,730,3,2891,2718,2891,228,517,2663,517,407,6291,4291,3886,2784,0,0,0,0,0,0
7,7,11419453,8,0,7269,4902,4155,3001,861,721,3,2740,2580,2740,226,488,2514,488,385,6299,4340,3715,2693,0,0,0,0,0,0
7,7,11419453,7,0,7339,5155,3961,2807,843,669,3,2578,2435,2578,221,448,2357,448,355,6260,4391,3497,2525,0,0,0,0,0,0
7,7,11419453,7,0,20588,15460,16646,12727,948,766,3,2861,2699,2861,281,595,2580,595,492,19299,14489,16138,12332,0,0,0,0,0,0
7,7,11419453,7,0,305891,199017,246506,150198,9408,10248,49,34294,32429,34294,1415,8206,32879,8206,7379,295766,192941,243925,149478,0,0,0,0,0,0
7,7,11419453,7,1,436225,258041,338493,191410,12480,13875,86,46853,44399,46853,3838,11128,43015,11128,10039,418819,247086,335202,189963,0,0,0,0,0,0
7,7,11419453,7,1,450660,264065,343830,193108,12754,14436,93,48477,45933,48477,4186,11505,44291,11505,10365,430816,252316,340413,191635,0,0,0,0,0,0
7,7,11419453,7,1,457300,267756,347010,195511,13032,14812,102,49255,46662,49255,4426,11711,44829,11711,10549,435998,255200,343499,194001,0,0,0,0,0,0
7,7,11419453,7,1,633239,296131,500814,207909,16329,19529,156,68811,65411,68811,11180,15501,57631,15501,14037,608348,282092,496660,207030,0,0,0,0,0,0
7,7,11419453,6,2,680196,303773,537629,209879,17227,20580,177,73833,70284,73833,12929,16539,60904,16539,15002,653622,288077,533352,209153,0,0,0,0,0,0
7,7,11419453,6,428,1483716,468261,1165283,256639,40497,58852,398,165142,156372,165142,48634,53532,116508,53532,48224,1454746,455634,1159505,255992,0,0,0,0,0,0
7,7,11419453,6,1272,3119907,1242279,1685251,383340,68813,102314,713,355896,340104,273603,89563,90227,266333,102877,92753,3085147,1231410,1676682,380888,692786,524711,82293,12650,692786,524711
7,7,11419453,6,1278,3445756,1419738,1836879,466861,80417,115799,770,396692,379201,314268,93284,104198,303408,116865,105263,3410309,1405639,1827975,463090,694912,526853,82424,12667,694912,526853
7,7,11419453,6,1279,3577902,1471108,1920186,504702,82106,119746,806,410007,391831,327583,95618,108877,314389,121544,109421,3541510,1459407,1910989,500137,694946,526853,82424,12667,694946,526853
7,7,11419453,6,1280,3670985,1486424,1983648,517774,84457,122630,830,419717,401102,337293,99090,112249,320627,124916,112464,3633534,1479588,1974184,513310,694946,526853,82424,12667,694946,526853
7,7,11419453,6,1281,3685642,1510052,1979910,539256,84522,122688,825,423790,405017,341366,97162,113721,326628,126388,113686,3650219,1502997,1970798,534417,694948,526853,82424,12667,694948,526853
7,7,11419453,5,1280,3727407,1534164,2012483,572206,85759,123807,832,428471,409342,346047,96709,115593,331762,128260,115293,3693181,1527636,2003401,566759,694951,526853,82424,12667,694951,526853
7,7,11419453,5,854,2972413,1472453,1420481,576479,70268,87392,625,343568,329129,261144,51854,81352,291714,94019,84437,2940318,1465744,1412865,571214,694951,526853,82424,12667,694951,526853
7,7,11419453,5,10,1101702,650184,703147,389512,30334,36052,275,127578,121527,127447,8635,39297,118943,39314,35020,1083918,642177,700321,388925,2165,1806,131,17,2165,1806
7,7,11419453,5,3,677136,403864,479832,281676,17917,20099,188,78492,74453,78492,6045,24121,72447,24121,21372,667101,399913,477964,281606,39,10,0,0,39,10
7,7,11419453,5,2,602967,352872,456476,256971,15576,17685,165,78356,74691,78356,10438,24090,67918,24090,21626,595970,350050,454865,256971,5,5,0,0,5,5
7,7,11419453,5,2,870594,460353,668316,317073,26793,29632,210,166632,160780,166632,26028,29199,140604,29199,26571,865295,457767,666571,317073,5,5,0,0,5,5
7,7,11419453,5,3,985877,511430,730349,331318,33456,37180,241,218593,211558,218593,27874,29088,190719,29088,26617,981243,509161,728488,330893,3,3,0,0,3,3
7,7,11419453,4,4,1164453,531001,864835,322121,35848,39767,285,228175,221086,228175,32931,28044,195244,28044,25790,1159628,529188,862870,322121,0,0,0,0,0,0
7,7,11419453,4,13,1348348,551153,1021036,321132,37794,43335,363,244894,237603,244894,46053,30152,198841,30152,27946,1342976,548908,1018803,321132,0,0,0,0,0,0
7,7,11419453,4,13,1681280,594044,1314086,344217,43142,53923,416,289101,280117,289101,73037,43341,216064,43341,40015,1673886,591945,1311449,343911,0,0,0,0,0,0
7,7,11419453,4,13,1864526,633741,1479376,377091,45339,57417,447,304482,295076,304482,81791,48184,222691,48184,44538,1856756,630068,1476691,376724,0,0,0,0,0,0
7,7,11419453,4,354,2156107,712809,1695418,406361,48944,58545,506,292671,283487,292671,71629,44125,221042,44125,40652,2148019,710112,1692675,405935,0,0,0,0,0,0
7,7,11419453,4,476,2061471,683111,1629408,404022,41907,48042,507,210376,203206,210376,50718,39308,159658,39308,35996,2053619,680372,1626906,403601,0,0,0,0,0,0
7,7,11419453,4,492,1937281,623263,1579355,389146,34670,39724,486,155765,150042,155765,41896,38771,113869,38771,35505,1929824,620484,1577138,387976,0,0,0,0,0,0
7,7,11419453,3,498,1716718,571708,1418138,382849,30940,35803,437,141622,136319,141622,37517,37984,104105,37984,34772,1709921,569395,1416145,381540,0,0,0,0,0,0
7,7,11419453,3,507,1572828,541656,1308098,364820,28141,32997,373,128670,123686,128670,32578,34759,96092,34759,31748,1564827,539391,1306364,363035,0,0,0,0,0,0
7,7,11419453,3,708,1304926,479906,1081582,329780,21146,22751,354,82419,79292,82419,15597,20116,66822,20116,18405,1290185,469027,1080074,328546,0,0,0,0,0,0
7,7,11419453,3,808,1645563,633509,1233804,342471,43065,47397,431,142734,136355,142734,22268,30641,120466,30641,27613,1624110,617561,1232009,341065,0,0,0,0,0,0
7,7,11419453,3,555,1853919,851685,1196675,342955,51663,60305,460,200659,191531,183979,28122,39161,172537,43322,38605,1826427,838800,1194672,342079,186331,185701,16680,4161,186331,185701
7,7,11419453,3,520,3348424,1740052,1532610,371157,73032,87760,537,385823,368273,262552,65526,60651,320297,96384,84742,3308740,1726619,1529786,369926,1158334,1071740,123271,35733,1158334,1071740
7,7,11419453,3,572,5068580,2555936,1946151,418667,99656,121927,653,590600,563754,350520,108012,89363,482588,158167,138786,5014615,2538452,1942231,416877,2141109,1717391,240080,68804,2141109,1717391
7,7,11419453,2,601,6837114,3294899,2251683,457218,123258,150387,827,809791,771981,421635,147960,110163,661831,218756,190538,6769905,3278870,2246683,454867,3356165,2412471,388156,108593,3356165,2412471
7,7,11419453,2,626,9267180,4068542,2387152,482955,153079,182613,1003,1134340,1081927,491355,232530,129170,901810,297941,258242,9184815,4044131,2380736,480929,5360585,3125615,642985,168771,5360585,3125615
7,7,11419453,2,521,11182174,4681120,2423067,503708,176543,205896,1141,1381646,1317779,540112,264064,141792,1117582,358769,310062,11093626,4657356,2415742,501303,7014263,3677195,841534,216977,7014263,3677195
7,7,11419453,2,444,11936039,5128982,2170745,499412,171122,195269,1183,1470000,1401887,497957,295223,134861,1174777,385351,331960,11845084,5098892,2163013,497208,8046271,4151899,972043,250490,8046271,4151899
7,7,11419453,2,550,12986922,5463379,2199647,491725,179480,206704,1234,1644208,1568250,521543,390848,145685,1253360,443863,384333,12892079,5439982,2190431,488238,9012472,4497303,1122665,298178,9012472,4497303
7,7,11419453,2,633,12982537,5746785,1872237,481623,177403,201059,1213,1699063,1620699,491923,418124,137453,1280939,464173,403489,12886479,5746118,1862041,478415,9374045,4964308,1207140,326720,9374045,4964308
7,7,11419453,2,743,12758944,5966437,1439350,419354,166223,185481,1209,1726362,1647290,442001,411588,120180,1314774,472731,411967,12661410,5958901,1428162,415913,9724940,5227351,1284361,352551,9724940,5227351
7,7,11419453,1,752,12682333,6100403,1404784,391490,168800,188486,1203,1731469,1651351,449077,402467,118588,1329002,470019,409221,12579561,6097588,1392980,388270,9615385,5368614,1282392,351431,9615385,5368614
7,7,11419453,1,801,11256242,5441863,1884776,403582,171982,205663,1315,1525683,1455309,495501,361071,120245,1164612,412303,361138,11155400,5433955,1871894,401016,7619160,4643686,1030182,292058,7619160,4643686
7,7,11419453,1,778,12945970,6265812,2677854,446944,187299,234868,1572,1748934,1678395,600775,463410,140087,1285524,461387,410920,12842778,6263436,2662194,444052,8326349,5426050,1148159,321300,8326349,5426050
7,7,11419453,1,952,15453498,6965027,3237075,555824,222451,282954,1843,2260326,2179351,753619,715709,183107,1544617,615204,556295,15337706,6957691,3216669,551247,9816999,6039025,1506707,432097,9816999,6039025
7,7,11419453,1,1109,19331502,7814208,4020087,768639,290529,386403,2278,2877339,2777749,1024851,973706,267462,1903633,799996,725435,19195698,7807435,3993295,762910,11661331,6516212,1852488,532534,11661331,6516212
7,7,11419453,1,1343,23112341,8708224,4722163,891006,349520,477385,2734,3520121,3403857,1271697,1288691,344265,2231430,979126,890222,22953552,8696759,4689244,885907,13660646,7144055,2248424,634861,13660646,7144055
7,7,11419453,1,1623,27224908,9088725,5248307,1076872,412620,562599,3152,4279738,4142043,1493567,1715705,414520,2564033,1183791,1077011,27035784,9076237,5207326,1070311,16313415,7319364,2786171,769271,16313415,7319364
7,7,11419453,0,2012,30728334,9377325,5581998,1222175,455533,621654,3529,4976395,4820793,1645089,2087762,460796,2888633,1377564,1255494,30514433,9371116,5535055,1212543,18863184,7353569,3331306,916768,18863184,7353569
7,7,11419453,0,3007,35318367,10026840,5720733,1389624,505526,669588,3740,5864539,5683123,1788652,2701166,519633,3163373,1634545,1490043,35077367,10015691,5668421,1382296,22730721,7862652,4075887,1114912,22730721,7862652
7,7,11419453,0,3570,37365641,10810182,5753569,1627058,563845,727020,3902,6312938,6113940,1957781,2894120,581715,3418818,1788720,1631329,37087227,10801932,5696883,1618500,23780124,8609453,4355157,1207005,23780124,8609453
7,7,11419453,0,3814,38004689,11075919,6037614,1698534,582622,769596,4031,6362467,6150296,2067752,2836581,614208,3525886,1801503,1637465,37695574,11067259,5978450,1690017,23558985,8753185,4294715,1187295,23558985,8753185
7,7,11419453,0,3877,36820431,10800791,5826076,1687991,575433,731285,3956,6181353,5967012,1962679,2775916,580065,3405437,1759858,1596795,36494586,10792556,5768885,1678895,23222337,8653422,4218674,1179793,23222337,8653422
7,7,11419453,0,3929,35426563,10577182,5685222,1742336,540026,689426,3749,6053357,5837681,1827621,2679511,541800,3373846,1860592,1698325,35101096,10558021,5629310,1736534,22739104,8566449,4225736,1318792,22739104,8566449
7,7,11419453,0,3923,33465834,10360404,5845743,1712590,510605,649386,3573,5738764,5531810,1729536,2463717,507849,3275047,1890081,1736277,33150600,10333392,5792991,1706043,21320574,8395598,4009228,1382232,21320574,8395598
4,6,4247617,16,0,2375,1493,835,716,242,210,0,1274,1198,1274,97,199,1177,199,160,1882,1214,647,604,0,0,0,0,0,0
4,6,4247617,16,0,2325,1458,827,707,245,222,0,1256,1168,1256,79,212,1177,212,169,1844,1180,642,592,0,0,0,0,0,0
4,6,4247617,16,0,1813,1086,615,499,254,233,0,1243,1145,1243,82,211,1161,211,160,1349,837,438,391,0,0,0,0,0,0
4,6,4247617,16,0,2361,1438,632,533,290,278,0,1287,1176,1287,87,241,1200,241,183,1957,1193,451,417,0,0,0,0,0,0
4,6,4247617,16,0,2166,1347,664,556,275,290,0,1232,1127,1232,63,235,1169,235,176,1826,1148,471,433,0,0,0,0,0,0
4,6,4247617,16,0,3067,1870,714,575,296,320,0,1323,1211,1323,59,251,1264,251,191,2651,1661,478,443,0,0,0,0,0,0
4,6,4247617,16,0,3277,1907,641,525,292,315,0,1370,1260,1370,65,259,1305,259,197,2858,1702,416,390,0,0,0,0,0,0
4,6,4247617,8,5,83134,52979,42194,27198,4068,4406,42,24993,23889,24993,1403,5550,23590,5550,4835,80657,51779,41751,27002,0,0,0,0,0,0
4,6,4247617,8,4,76821,48798,42850,27865,3827,4056,39,22887,21915,22887,1175,5273,21712,5273,4635,74618,47745,42409,27706,0,0,0,0,0,0
4,6,4247617,8,3,71498,46100,43508,28495,3345,3443,33,20722,19897,20722,1472,4748,19250,4748,4215,69345,45229,43079,28343,0,0,0,0,0,0
4,6,4247617,8,2,35663,23512,18442,13741,1917,2028,17,12211,11670,12211,839,2396,11372,2396,2044,33538,22610,18075,13589,0,0,0,0,0,0
4,6,4247617,8,0,17600,11884,6750,5874,1238,1306,8,8018,7638,8018,499,1288,7519,1288,1050,15519,11029,6409,5719,0,0,0,0,0,0
4,6,4247617,8,0,14748,10236,5756,5195,1090,1179,7,7009,6645,7009,410,1092,6599,1092,870,12702,9416,5432,5014,0,0,0,0,0,0
4,6,4247617,8,0,12680,8966,5415,4859,883,948,7,6323,6011,6323,368,981,5955,981,785,11297,8363,5114,4674,0,0,0,0,0,0
4,6,4247617,7,0,10462,7521,4244,3834,757,779,7,5776,5496,5776,337,877,5439,877,705,9310,6920,3956,3660,0,0,0,0,0,0
4,6,4247617,7,0,9885,6784,3216,2946,683,715,3,5313,5067,5313,378,788,4935,788,629,8597,6054,2953,2757,0,0,0,0,0,0
4,6,4247617,7,0,8649,5866,2363,2178,636,647,2,4866,4642,4866,397,712,4469,712,568,7388,5157,2121,2019,0,0,0,0,0,0
4,6,4247617,7,0,7730,5265,1995,1803,593,586,2,4449,4234,4449,284,647,4165,647,509,6562,4607,1765,1646,0,0,0,0,0,0
4,6,4247617,7,385,57676,37917,40105,26107,1808,1846,36,5060,4826,5060,591,829,4469,829,680,55956,36936,39817,26063,0,0,0,0,0,0
4,6,4247617,7,484,85993,44210,62785,30068,2149,2314,74,5382,5145,5382,698,924,4684,924,771,83946,43081,62358,30009,0,0,0,0,0,0
4,6,4247617,7,491,90765,44736,66682,30026,2181,2355,81,5290,5045,5290,821,909,4469,909,752,88699,43556,66249,29975,0,0,0,0,0,0
4,6,4247617,6,493,91100,44388,66711,29758,2164,2377,83,5316,5065,5316,784,917,4532,917,756,89243,43397,66261,29697,0,0,0,0,0,0
4,6,4247617,6,493,92108,44031,66652,29587,2267,2507,85,5504,5249,5504,580,982,4924,982,821,90463,43257,66216,29531,0,0,0,0,0,0
4,6,4247617,6,493,93248,44829,66667,29588,2363,2613,88,5638,5366,5638,439,1032,5199,1032,861,91580,43973,66219,29532,0,0,0,0,0,0
4,6,4247617,6,493,93263,44868,66587,29490,2341,2625,88,5550,5289,5550,723,1023,4827,1023,858,91565,44041,66162,29447,0,0,0,0,0,0
4,6,4247617,6,108,41764,20926,28268,12929,1096,1287,54,4357,4136,4357,340,750,4017,750,616,40704,20329,27901,12836,0,0,0,0,0,0
4,6,4247617,6,9,12437,7521,5312,3010,634,746,15,3613,3429,3613,206,580,3407,580,476,11587,7017,5081,2904,0,0,0,0,0,0
4,6,4247617,6,2,50078,33068,30773,20032,2347,2305,21,11565,11026,11565,703,2997,10862,2997,2634,48923,32402,30475,19925,0,0,0,0,0,0
4,6,4247617,5,1,81483,48726,49351,28966,3439,3413,29,16845,16095,16845,801,4662,16044,4662,4129,80178,48169,49040,28905,0,0,0,0,0,0
4,6,4247617,5,2,82413,49338,50379,29571,3418,3371,29,16922,16150,16922,800,4752,16122,4752,4202,80976,48681,50050,29517,0,0,0,0,0,0
4,6,4247617,5,2,82162,49094,50719,29610,3355,3338,26,16864,16100,16864,823,4751,16041,4751,4206,80680,48413,50379,29583,0,0,0,0,0,0
4,6,4247617,5,3,82239,49030,50791,29615,3329,3316,26,16898,16135,16898,976,4780,15922,4780,4235,80733,48205,50416,29588,0,0,0,0,0,0
4,6,4247617,5,3,82288,48977,50818,29615,3350,3341,26,16843,16075,16843,1118,4778,15725,4778,4229,80752,48157,50444,29588,0,0,0,0,0,0
4,6,4247617,5,3,115848,60176,73576,33456,4097,4035,55,16925,16110,16925,1116,4845,15809,4845,4266,113864,59023,72982,33359,0,0,0,0,0,0
4,6,4247617,5,3,83267,47811,49988,27043,2587,2518,47,8868,8399,8868,537,2450,8331,2450,2122,81106,46356,49389,26800,0,0,0,0,0,0
4,6,4247617,4,2,52318,33510,31319,19968,1641,1386,38,3365,3129,3365,372,776,2993,776,629,50132,32193,30748,19734,0,0,0,0,0,0
